type,title,description,director,n_directors,cast,n_cast_members,country,n_countries,main_country,continent,language,release_year,release_decade,date_added,year_added,delay_added,rating,rating_group,duration,duration_category,listed_in,n_genres,genre
Movie,Naruto Shippûden the Movie: The Will of Fire,"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",Masahiko Murata,1,"Junko Takeuchi, Chie Nakamura, Kazuhiko Inoue, Satoshi Hino, Showtaro Morikubo, Kentaro Ito, Ryoka Yuzuki, Kohsuke Toriumi, Nana Mizuki, Shinji Kawada, Yoichi Masukawa, Koichi Tochika, Yukari Tamura",13,Japan,1,Japan,Asia,Japanese,2009,2000,2021-09-15,2021,12,TV-PG,Teen,96,Feature Film,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure
Movie,Naruto Shippuden: The Movie,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",Hajime Kamegaki,1,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Koichi Tochika, Ayumi Fujimura, Keisuke Oda, Daisuke Kishio, Fumiko Orikasa, Hidetoshi Nakamura, Tetsuya Kakihara, Kisho Taniyama, Miyuki Sawashiro, Katsuyuki Konishi, Masako Katsuki, Keiko Nemoto, Masashi Ebara, Kazuhiko Inoue, Showtaro Morikubo, Romi Park, Daisuke Ono, Seizo Kato",21,Japan,1,Japan,Asia,Japanese,2007,2000,2021-09-15,2021,14,TV-PG,Teen,95,Feature Film,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure
Movie,Naruto Shippuden: The Movie: The Lost Tower,"When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",Masahiko Murata,1,"Junko Takeuchi, Chie Nakamura, Satoshi Hino, Rikiya Koyama, Nobuaki Fukuda, Kenji Hamada, Keiko Nemoto, Saori Hayami, Yumi Toma, Yuko Kobayashi, Fujiko Takimoto, Mutsumi Tamura, Mayuki Makiguchi, Toshiyuki Morikawa",14,Japan,1,Japan,Asia,Japanese,2010,2010,2021-09-15,2021,11,TV-14,Teen,85,Feature Film,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure
Movie,Naruto the Movie 2: Legend of the Stone of Gelel,"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",Hirotsugu Kawasaki,1,"Junko Takeuchi, Gamon Kaai, Chie Nakamura, Showtaro Morikubo, Akira Ishida, Yasuyuki Kase, Urara Takano, Sachiko Kojima, Houko Kuwashima, Takako Honda",10,Japan,1,Japan,Asia,Japanese,2005,2000,2021-09-15,2021,16,TV-PG,Teen,97,Feature Film,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure
Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",Toshiyuki Tsuru,1,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",10,Japan,1,Japan,Asia,Japanese,2006,2000,2021-09-15,2021,15,TV-PG,Teen,95,Feature Film,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure
Movie,Naruto the Movie: Ninja Clash in the Land of Snow,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",Tensai Okamura,1,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",10,Japan,1,Japan,Asia,Japanese,2004,2000,2021-09-15,2021,17,TV-PG,Teen,83,Feature Film,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure
Movie,Nightbooks,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,David Yarovesky,1,"Winslow Fegley, Lidya Jewett, Krysten Ritter",3,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-15,2021,0,TV-PG,Teen,103,Feature Film,Children & Family Movies,1,Family
TV Show,Numberblocks,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",Not Informed,0,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",4,United Kingdom,1,United Kingdom,Europe,English,2021,2020,2021-09-15,2021,0,TV-Y,Kids,6,Long-running Series,Kids' TV,1,Family
TV Show,Raja Rasoi Aur Anya Kahaniyan,"Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",Not Informed,0,Not Informed,0,India,1,India,Asia,Hindi,2014,2010,2021-09-15,2021,7,TV-G,Family,1,Limited Series,"Docuseries, International TV Shows",2,Documentary
TV Show,Saved by the Bell,"From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",Not Informed,0,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",7,United States,1,United States,North America,English,1994,1990,2021-09-15,2021,27,TV-PG,Teen,9,Long-running Series,"Kids' TV, TV Comedies",2,Family
Movie,Schumacher,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.","Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",3,Michael Schumacher,1,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-15,2021,0,TV-14,Teen,113,Feature Film,"Documentaries, International Movies, Sports Movies",3,Documentary
TV Show,Stories by Rabindranath Tagore,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,Not Informed,0,Not Informed,0,India,1,India,Asia,Hindi,2015,2010,2021-09-15,2021,6,TV-PG,Teen,1,Limited Series,"International TV Shows, TV Dramas",2,International
TV Show,Too Hot To Handle: Latino,"On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",Not Informed,0,Itatí Cantoral,1,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-15,2021,0,TV-MA,Adult,1,Limited Series,"International TV Shows, Reality TV, Romantic TV Shows",3,International
Movie,A StoryBots Space Adventure,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,David A. Vargas,1,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",9,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-14,2021,0,TV-Y,Kids,13,Short Film,Children & Family Movies,1,Family
TV Show,Jack Whitehall: Travels with My Father,"Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",Not Informed,0,"Jack Whitehall, Michael Whitehall",2,United Kingdom,1,United Kingdom,Europe,English,2021,2020,2021-09-14,2021,0,TV-MA,Adult,5,Long-running Series,"British TV Shows, Docuseries, International TV Shows",3,TV Shows
Movie,King of Boys,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",Kemi Adetiba,1,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",8,Nigeria,1,Nigeria,Africa,English,2018,2010,2021-09-14,2021,3,TV-MA,Adult,182,Feature Film,"Dramas, International Movies",2,Drama
TV Show,The World's Most Amazing Vacation Rentals,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",Not Informed,0,Not Informed,0,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-14,2021,0,TV-PG,Teen,2,Short Series,Reality TV,1,Reality
Movie,You vs. Wild: Out Cold,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",Ben Simms,1,"Bear Grylls, Jason Derek Prempeh",2,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-14,2021,0,TV-G,Family,106,Feature Film,Children & Family Movies,1,Family
TV Show,Yowamushi Pedal,"A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",Not Informed,0,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",27,Japan,1,Japan,Asia,Japanese,2013,2010,2021-09-14,2021,8,TV-14,Teen,1,Limited Series,"Anime Series, International TV Shows",2,Anime
Movie,Little Singham - Black Shadow,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,Prakash Satam,1,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",8,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-11,2021,0,TV-Y7,Kids,48,Medium-length Film,"Children & Family Movies, Comedies",2,Family
Movie,Tughlaq Durbar,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,Delhiprasad Deenadayalan,1,"Vijay Sethupathi, Parthiban, Raashi Khanna",3,Unknown,0,Unknown,Unknown,Unknown,2020,2020,2021-09-11,2021,1,TV-14,Teen,145,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Tughlaq Durbar (Telugu),A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,Delhiprasad Deenadayalan,1,"Vijay Sethupathi, Parthiban, Raashi Khanna",3,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-11,2021,0,TV-14,Teen,145,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Firedrake the Silver Dragon,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",Tomer Eshed,1,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",7,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-10,2021,0,TV-Y7,Kids,93,Feature Film,Children & Family Movies,1,Family
Movie,Kate,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",Cedric Nicolas-Troyan,1,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",7,United States,1,United States,North America,English,2021,2020,2021-09-10,2021,0,R,Adult,106,Feature Film,Action & Adventure,1,Action & Adventure
TV Show,Lucifer,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",Not Informed,0,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",13,United States,1,United States,North America,English,2021,2020,2021-09-10,2021,0,TV-14,Teen,6,Long-running Series,"Crime TV Shows, TV Comedies, TV Dramas",3,Crime
TV Show,Metal Shop Masters,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",Not Informed,0,Jo Koy,1,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-10,2021,0,TV-MA,Adult,1,Limited Series,Reality TV,1,Reality
Movie,Omo Ghetto: the Saga,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.","JJC Skillz, Funke Akindele",2,"Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",10,Nigeria,1,Nigeria,Africa,English,2020,2020,2021-09-10,2021,1,TV-MA,Adult,147,Feature Film,"Action & Adventure, Comedies, Dramas",3,Action & Adventure
TV Show,Pokémon Master Journeys: The Series,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",Not Informed,0,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",10,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-10,2021,0,TV-Y7,Kids,1,Limited Series,"Anime Series, Kids' TV",2,Anime
Movie,Prey,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,Thomas Sieben,1,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",8,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-10,2021,0,TV-MA,Adult,87,Feature Film,"International Movies, Thrillers",2,International
TV Show,Titipo Titipo,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,Not Informed,0,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",5,Unknown,0,Unknown,Unknown,Unknown,2019,2010,2021-09-10,2021,2,TV-Y,Kids,2,Short Series,"Kids' TV, Korean TV Shows",2,Family
Movie,Blood Brothers: Malcolm X & Muhammad Ali,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",Marcus Clarke,1,"Malcolm X, Muhammad Ali",2,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-09,2021,0,PG-13,Teen,96,Feature Film,"Documentaries, Sports Movies",2,Documentary
TV Show,Mighty Raju,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",Not Informed,0,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",7,Unknown,0,Unknown,Unknown,Unknown,2017,2010,2021-09-09,2021,4,TV-Y7,Kids,4,Long-running Series,Kids' TV,1,Family
Movie,Paradise Hills,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",Alice Waddington,1,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath",8,"Spain, United States",2,Spain,Europe,Spanish,2019,2010,2021-09-09,2021,2,TV-MA,Adult,95,Feature Film,"Sci-Fi & Fantasy, Thrillers",2,Sci-Fi & Fantasy
Movie,The Women and the Murderer,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,"Mona Achache, Patricia Tourancheau",2,Not Informed,0,France,1,France,Europe,French,2021,2020,2021-09-09,2021,0,TV-14,Teen,92,Feature Film,"Documentaries, International Movies",2,Documentary
TV Show,Into the Night,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,Not Informed,0,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",11,Belgium,1,Belgium,Europe,French,2021,2020,2021-09-08,2021,0,TV-MA,Adult,2,Short Series,"International TV Shows, TV Dramas, TV Mysteries",3,International
Movie,JJ+E,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",Alexis Almström,1,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",10,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-09-08,2021,0,TV-MA,Adult,91,Feature Film,"Dramas, International Movies, Romantic Movies",3,Drama
Movie,Show Dogs,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,Raja Gosnell,1,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale",12,"United Kingdom, United States",2,United Kingdom,Europe,English,2018,2010,2021-09-08,2021,3,PG,Family,90,Feature Film,"Children & Family Movies, Comedies",2,Family
TV Show,The Circle,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",Not Informed,0,Michelle Buteau,1,"United States, United Kingdom",2,United States,North America,English,2021,2020,2021-09-08,2021,0,TV-MA,Adult,3,Short Series,Reality TV,1,Reality
